Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,season
Obite N'Dicka,FRA,DF,Eint Frankfurt,Bundesliga,22,1999,32,32,2857,31.7,0.13,0.85,0.16,18.5,0.15,0.8,7.6,0.0,0.0,0.0,49.7,58.3,85.2,967.8,299.3,0.13,0.35,1.99,0.32,0.06,2.65,0.79,0.6,0.06,0.0,0.06,0.0,0.06,0.19,0.13,0.0,0.0,0.06,0.0,0.0,2.05,1.36,1.01,0.95,0.09,2.33,0.69,1.64,2.02,4.07,5.05,0.06,71.3,8.3,37.3,33.8,4.54,1.2,69.6,,,,,,43.6,227.1,95.3,2.37,0.76,0.09,0.41,0.41,45.7,0.22,0.09,0.0,0.0,1.55,0.47,0.13,0.32,1.36,0.0,0.03,0.03,10.6,4.45,2.59,63.2,2021-2022
K�vin N'Doram,FRA,MF,Metz,Ligue 1,26,1996,19,16,1235,13.7,0.0,0.51,0.07,14.3,0.0,0.0,15.8,0.0,0.0,0.0,31.6,38.0,83.3,629.2,163.4,0.0,0.8,3.43,0.07,0.0,3.07,1.46,1.17,0.0,0.07,0.15,0.0,0.07,0.07,0.0,0.0,0.0,0.07,0.0,0.0,1.24,1.02,0.58,0.58,0.07,1.68,0.29,1.39,1.97,3.21,1.75,0.07,47.1,2.34,13.8,31.4,4.6,0.51,46.1,,,,,,26.8,121.4,68.2,2.41,0.29,0.07,0.73,0.73,30.9,0.44,0.36,0.0,0.0,1.68,1.31,0.0,0.15,1.02,0.0,0.0,0.0,7.66,1.17,0.8,59.3,2021-2022
Yoane Wissa,COD,FW,Brentford,Premier League,26,1996,22,9,937,10.4,4.0,2.02,0.77,38.1,0.19,0.5,14.5,0.0,0.0,0.0,14.2,20.0,71.2,187.4,38.9,0.19,0.77,1.54,0.58,0.0,1.83,2.21,1.63,0.0,0.1,0.1,0.29,0.1,0.48,0.29,0.0,0.0,0.0,0.1,0.1,1.25,0.77,0.29,0.58,0.38,0.38,0.0,0.38,0.38,1.63,1.06,0.0,30.9,1.06,4.23,12.0,15.3,3.27,30.9,2.5,1.06,42.3,0.96,38.5,18.6,91.2,38.2,1.25,0.67,0.38,2.69,1.92,19.8,6.06,0.19,0.0,0.0,0.87,1.15,0.96,0.87,0.77,0.1,0.0,0.0,3.75,0.96,1.25,43.5,2022-2023
Axel Witsel,BEL,DFMF,Atl�tico Madrid,La Liga,34,1989,17,14,1251,13.9,0.0,0.36,0.0,0.0,0.0,0.0,19.2,0.0,0.0,0.0,51.2,55.1,93.0,847.1,277.6,0.0,0.22,3.17,0.07,0.0,3.31,0.94,0.94,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.94,0.58,0.58,0.36,0.0,0.86,0.5,0.36,0.86,1.8,3.31,0.0,62.9,6.19,24.5,35.1,3.6,0.86,62.9,0.22,0.22,100.0,0.0,0.0,39.9,175.3,78.4,0.22,0.36,0.0,0.36,0.14,43.5,0.43,0.14,0.0,0.0,0.72,0.65,0.0,0.14,0.58,0.0,0.0,0.0,5.04,1.58,1.22,56.4,2022-2023
Maximilian W�ber,AUT,DF,Leeds United,Premier League,25,1998,4,3,295,3.3,0.0,1.21,0.0,0.0,0.0,0.0,17.6,0.3,0.0,0.0,46.4,63.9,72.5,868.5,390.0,0.0,0.3,6.06,0.0,0.0,5.76,0.91,0.0,0.61,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,1.52,0.61,0.91,0.0,2.12,1.21,0.91,1.52,3.03,2.73,0.0,73.9,5.45,28.2,39.7,6.36,1.52,73.9,0.0,0.0,0.0,0.0,0.0,40.6,257.0,187.9,1.52,0.91,0.0,0.0,0.0,42.7,0.3,0.3,0.0,0.0,0.61,0.0,0.0,0.0,1.52,0.0,0.0,0.0,6.36,1.82,0.91,66.7,2022-2023
Hannes Wolf,AUT,FWMF,M'Gladbach,Bundesliga,23,1999,8,0,100,1.1,1.0,1.82,0.91,50.0,0.5,1.0,7.0,0.0,0.0,0.0,30.0,40.9,73.3,320.9,47.3,0.91,0.91,0.91,0.91,0.0,2.73,2.73,2.73,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.0,0.0,0.0,0.0,0.0,3.64,1.82,1.82,1.82,0.0,0.91,0.0,0.91,0.0,3.64,4.55,0.0,59.1,3.64,10.9,20.9,28.2,4.55,59.1,5.45,1.82,33.3,2.73,50.0,38.2,218.2,127.3,5.45,2.73,1.82,0.91,3.64,40.9,10.0,0.0,0.0,0.0,1.82,3.64,0.0,0.0,1.82,0.0,0.0,0.0,7.27,0.91,0.91,50.0,2022-2023
Marius Wolf,GER,DFFW,Dortmund,Bundesliga,27,1995,13,7,691,7.7,1.0,1.43,0.52,36.4,0.09,0.25,19.3,0.0,0.0,0.0,40.5,54.0,75.0,651.8,249.1,0.13,1.3,3.12,1.82,0.91,4.16,2.34,1.82,0.0,0.26,0.0,0.13,0.13,0.39,0.26,0.0,0.13,0.0,0.0,0.0,1.17,0.78,0.39,0.39,0.39,2.47,0.78,1.69,1.3,2.47,1.43,0.0,66.0,2.21,17.0,28.3,22.2,2.99,66.0,2.73,1.56,57.1,0.78,28.6,37.5,196.6,109.0,3.38,2.99,0.65,1.82,0.65,42.1,9.09,0.13,0.0,0.0,0.91,1.56,0.39,3.64,0.78,0.0,0.0,0.0,5.32,0.65,0.26,71.4,2022-2023
Jeong Woo-yeong,KOR,MFFW,Freiburg,Bundesliga,23,1999,17,4,579,6.4,1.0,1.56,0.63,40.0,0.1,0.25,17.2,0.0,0.0,0.0,25.0,32.0,78.0,336.4,81.1,0.16,0.78,1.25,0.78,0.47,2.03,2.66,2.19,0.0,0.0,0.16,0.31,0.0,0.63,0.47,0.0,0.0,0.0,0.16,0.0,0.94,0.31,0.47,0.31,0.16,1.09,0.16,0.94,0.16,1.09,1.09,0.0,42.2,0.78,6.25,17.3,19.1,3.28,42.2,2.97,0.78,26.3,1.88,63.2,24.1,135.3,60.0,2.03,1.09,0.63,1.56,0.63,29.1,4.53,0.31,0.0,0.0,1.72,0.78,0.16,1.41,0.31,0.16,0.0,0.0,3.44,0.47,2.19,17.6,2022-2023
Chris Wood,NZL,FW,Newcastle Utd,Premier League,31,1991,18,4,446,5.0,2.0,1.6,0.6,37.5,0.13,0.33,14.7,0.0,0.2,0.2,13.2,21.2,62.3,157.2,29.8,0.0,0.6,0.6,0.2,0.0,0.8,1.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.6,0.4,0.4,0.4,0.0,0.2,1.2,1.4,0.0,29.8,1.6,3.8,14.0,12.0,3.2,29.6,0.4,0.2,50.0,0.0,0.0,10.4,31.8,12.4,0.2,0.2,0.0,2.4,1.0,20.2,4.6,0.0,0.0,0.0,0.8,0.8,0.6,0.0,0.8,0.0,0.0,0.0,3.4,4.6,4.6,50.0,2022-2023
Chris Wood,NZL,FW,Nott'ham Forest,Premier League,31,1991,3,3,208,2.3,0.0,0.43,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,8.26,16.1,51.4,113.9,15.7,0.0,0.87,1.74,0.0,0.0,0.87,1.74,0.87,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.43,0.43,0.43,0.43,0.43,0.0,24.8,0.87,2.17,16.5,6.52,2.17,24.8,0.43,0.0,0.0,0.43,100.0,13.9,52.6,10.9,0.0,0.43,0.0,4.35,1.74,20.9,3.48,0.0,0.0,0.0,0.0,1.3,0.87,0.0,0.0,0.0,0.0,0.0,1.3,3.91,5.65,40.9,2022-2023
Christopher Wooh,CMR,DF,Rennes,Ligue 1,21,2001,9,8,681,7.6,0.0,0.66,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,46.7,52.0,89.9,980.3,250.5,0.0,0.13,2.5,0.0,0.0,3.29,0.53,0.26,0.0,0.0,0.13,0.13,0.0,0.26,0.13,0.0,0.0,0.0,0.13,0.0,1.05,0.53,0.92,0.13,0.0,0.92,0.39,0.53,0.53,1.58,4.47,0.0,61.4,5.92,23.8,35.9,1.71,0.92,61.4,0.0,0.0,0.0,0.0,0.0,48.2,259.1,136.6,0.79,0.13,0.0,0.92,0.13,44.5,0.0,0.13,0.0,0.0,1.18,0.66,0.0,0.13,0.53,0.13,0.0,0.0,3.95,1.71,0.66,72.2,2022-2023
Christopher Wooh,CMR,MF,Lens,Ligue 1,21,2001,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,38.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023
Eric N'Jo,FRA,DF,Troyes,Ligue 1,17,2004,2,0,98,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,27.3,83.3,457.3,132.7,0.0,0.91,1.82,0.0,0.0,0.0,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.91,0.91,0.91,0.91,0.91,0.0,31.8,5.45,17.3,14.5,0.91,0.0,30.9,,,,,,22.7,98.2,52.7,1.82,0.91,0.0,0.0,0.0,21.8,0.0,0.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,1.82,1.82,50.0,2021-2022
Vital N'Simba,COD,DF,Clermont Foot,Ligue 1,28,1993,34,31,2789,31.0,0.03,0.61,0.13,21.1,0.05,0.25,25.6,0.0,0.0,0.0,46.0,59.3,77.5,795.2,391.1,0.1,1.06,2.84,1.52,0.71,5.42,1.9,1.58,0.19,0.06,0.0,0.06,0.0,0.16,0.13,0.0,0.0,0.0,0.03,0.0,2.81,2.06,1.61,0.97,0.23,1.39,0.23,1.16,1.97,4.77,0.81,0.03,69.6,2.55,22.4,33.8,18.4,0.87,59.5,,,,,,45.9,244.8,143.0,4.77,1.58,0.06,0.9,1.61,43.3,2.03,0.13,0.0,0.0,0.87,1.65,0.0,2.74,2.06,0.0,0.0,0.0,8.29,0.55,0.87,38.6,2021-2022
Nacho,ESP,DF,Real Madrid,La Liga,32,1990,28,17,1555,17.3,0.17,0.58,0.17,30.0,0.3,1.0,12.8,0.0,0.0,0.0,55.0,59.2,92.9,1040.2,313.0,0.0,0.46,2.72,0.23,0.12,2.31,1.04,0.98,0.0,0.0,0.06,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.1,0.64,0.64,0.35,0.12,1.33,0.92,0.4,2.14,3.24,3.64,0.0,68.7,9.65,32.1,32.9,6.71,0.81,65.0,,,,,,44.5,182.2,93.1,1.91,0.98,0.0,0.29,0.17,48.0,0.52,0.4,0.0,0.0,0.98,0.87,0.0,0.35,0.64,0.0,0.0,0.0,7.51,1.97,1.45,57.6,2021-2022
Mickael Nade,FRA,DF,Saint-�tienne,Ligue 1,23,1999,30,29,2563,28.5,0.04,0.25,0.04,14.3,0.14,1.0,10.3,0.0,0.0,0.0,34.8,42.1,82.7,736.9,218.0,0.0,0.21,2.18,0.11,0.0,2.42,0.67,0.49,0.0,0.0,0.0,0.07,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,1.82,1.96,0.63,0.11,1.58,0.56,1.02,2.67,5.37,3.26,0.0,52.6,5.44,26.1,28.7,1.82,0.25,51.6,,,,,,33.3,165.1,87.9,2.6,0.56,0.04,0.18,0.35,31.5,0.04,0.14,0.0,0.0,1.75,1.02,0.04,0.04,1.82,0.0,0.04,0.0,8.56,2.53,1.33,65.5,2021-2022
Marvelous Nakamba,ZIM,MF,Aston Villa,Premier League,28,1994,16,10,904,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,37.4,85.3,537.6,143.2,0.0,0.3,2.4,0.1,0.0,2.7,0.6,0.5,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,1.9,1.9,1.1,0.1,1.6,0.4,1.2,2.3,5.4,1.6,0.0,47.6,3.3,15.6,28.3,5.5,0.0,46.7,,,,,,26.9,120.3,45.7,1.5,0.5,0.0,0.5,0.9,26.1,0.4,0.5,0.0,0.0,2.2,1.0,0.0,0.1,1.9,0.0,0.0,0.0,10.7,1.1,1.1,50.0,2021-2022
Nahitan N�ndez,URU,MFDF,Cagliari,Serie A,26,1995,21,16,1523,16.9,0.0,1.18,0.12,10.0,0.0,0.0,19.4,0.0,0.0,0.0,27.2,38.5,70.6,507.3,145.6,0.12,1.18,2.19,1.6,0.65,3.43,2.49,1.95,0.18,0.06,0.0,0.24,0.06,0.3,0.24,0.0,0.06,0.0,0.0,0.0,2.31,1.66,1.07,0.71,0.53,1.12,0.06,1.07,0.71,3.02,0.89,0.0,50.5,1.12,8.28,25.3,21.1,2.9,48.0,,,,,,37.2,262.2,157.5,6.86,2.49,1.18,2.19,2.01,36.4,4.2,0.24,0.0,0.0,1.78,2.37,0.71,2.9,1.66,0.0,0.0,0.0,5.44,2.72,3.2,46.0,2021-2022
Nani,POR,FWMF,Venezia,Serie A,35,1986,10,3,287,3.2,0.0,0.94,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,29.1,40.0,72.7,499.4,126.6,0.31,1.88,2.5,0.63,0.0,3.44,3.13,2.5,0.63,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.94,0.63,0.31,0.31,0.31,0.31,0.0,0.31,2.19,3.13,0.31,0.0,53.1,0.63,5.63,26.3,23.4,2.19,49.1,,,,,,38.1,196.9,94.1,5.31,1.56,0.63,3.13,1.25,37.5,4.38,0.31,0.0,0.0,0.63,3.13,0.0,2.5,0.63,0.0,0.0,0.0,7.19,1.56,1.56,50.0,2021-2022
Paul Nardi,FRA,GK,Lorient,Ligue 1,28,1994,22,22,1980,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,24.4,55.1,438.6,282.5,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,26.7,23.2,26.7,0.14,0.0,0.0,16.0,,,,,,9.91,41.4,24.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,0.05,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,2021-2022
Nikolas Nartey,DEN,MFDF,Stuttgart,Bundesliga,22,2000,8,4,404,4.5,0.0,0.22,0.0,0.0,0.0,0.0,14.9,0.0,0.0,0.0,33.8,44.9,75.2,569.3,176.7,0.0,0.89,1.78,1.56,0.44,3.78,2.22,2.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.89,0.22,1.56,0.22,1.78,0.44,1.33,1.56,3.56,1.33,0.0,55.8,2.0,13.8,28.4,16.4,1.56,51.8,,,,,,33.8,141.3,70.9,3.56,1.33,0.22,2.0,0.89,35.3,4.22,0.22,0.0,0.0,2.22,1.33,0.22,1.78,0.89,0.0,0.0,0.0,7.78,3.11,0.67,82.4,2021-2022
Matija Nastasi?,SRB,DF,Fiorentina,Serie A,29,1993,5,2,219,2.4,0.0,0.42,0.42,100.0,0.0,0.0,6.0,0.0,0.0,0.0,57.9,62.5,92.7,1395.0,322.1,0.0,0.42,2.5,0.0,0.0,1.25,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.83,0.83,0.42,0.0,1.67,0.83,0.83,2.5,3.75,4.17,0.0,72.9,11.3,37.9,36.7,0.83,0.42,72.1,,,,,,48.8,146.3,54.6,1.25,0.0,0.0,0.0,0.0,53.3,0.0,0.42,0.0,0.0,1.25,0.0,0.0,0.0,0.83,0.0,0.0,0.0,6.25,0.83,0.83,50.0,2021-2022
Joe Worrall,ENG,DF,Nott'ham Forest,Premier League,26,1997,17,12,1251,13.9,0.0,0.29,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,41.7,52.0,80.1,872.8,306.1,0.0,0.14,3.67,0.14,0.0,2.88,0.58,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.94,1.51,0.65,0.14,1.22,0.86,0.36,1.08,3.38,4.03,0.07,61.6,7.77,34.8,23.7,3.17,0.79,61.6,0.14,0.14,100.0,0.0,0.0,31.3,135.5,74.0,0.29,0.22,0.0,0.22,0.29,37.5,0.07,0.36,0.0,0.0,1.37,0.14,0.0,0.22,0.94,0.0,0.07,0.0,5.4,2.09,0.79,72.5,2022-2023
Xeka,POR,MF,Rennes,Ligue 1,28,1994,8,6,552,6.1,0.0,0.82,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,45.7,51.1,89.4,855.9,231.0,0.0,0.0,5.25,0.33,0.0,6.39,1.31,0.98,0.16,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.0,1.64,0.49,0.98,0.49,0.16,1.8,0.33,1.48,0.98,2.62,1.31,0.0,62.3,1.97,12.1,40.7,10.0,0.98,62.3,0.98,0.16,16.7,0.49,50.0,45.2,210.7,91.6,0.82,1.31,0.0,2.13,0.49,39.7,2.13,0.16,0.0,0.0,2.13,1.8,0.0,0.0,0.49,0.0,0.0,0.0,6.23,1.31,2.46,34.8,2022-2023
Granit Xhaka,SUI,MF,Arsenal,Premier League,30,1992,21,21,1786,19.8,3.0,1.21,0.25,20.8,0.13,0.6,19.0,0.15,0.0,0.0,42.9,50.7,84.7,694.6,181.5,0.25,1.82,4.75,1.21,0.1,6.46,3.69,3.38,0.05,0.1,0.1,0.05,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.86,0.61,0.35,0.4,0.1,1.01,0.4,0.61,0.45,1.31,1.67,0.05,59.1,2.98,9.9,27.8,21.6,3.59,59.1,0.61,0.3,50.0,0.25,41.7,33.9,126.9,63.5,1.16,1.26,0.25,0.96,0.91,43.1,5.51,0.15,0.0,0.0,0.81,1.16,0.1,1.21,0.61,0.0,0.0,0.0,4.65,1.06,0.86,55.3,2022-2023
Jawad El Yamiq,MAR,DF,Valladolid,La Liga,30,1992,12,7,607,6.7,0.0,0.75,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,43.1,51.0,84.5,780.1,270.3,0.0,0.0,1.64,0.0,0.0,1.94,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.9,1.04,0.45,0.0,1.79,1.64,0.15,2.54,4.03,6.57,0.0,66.7,12.7,39.3,25.5,2.39,0.75,66.7,0.75,0.45,60.0,0.3,40.0,35.7,182.1,92.2,1.04,0.45,0.15,0.6,0.15,37.9,0.15,0.0,0.15,0.0,0.6,0.3,0.0,0.0,0.9,0.0,0.0,0.0,6.87,2.24,1.34,62.5,2022-2023
Ryan Yates,ENG,MF,Nott'ham Forest,Premier League,25,1997,18,16,1392,15.5,0.0,1.61,0.32,20.0,0.0,0.0,16.9,0.0,0.0,0.0,24.1,30.9,78.1,412.6,99.2,0.06,0.39,1.42,0.13,0.0,2.32,1.29,0.9,0.0,0.0,0.26,0.13,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.0,1.74,0.9,0.71,0.84,0.19,1.42,0.52,0.9,0.45,2.19,2.19,0.0,40.8,3.16,11.7,21.9,7.55,2.0,40.8,0.39,0.19,50.0,0.13,33.3,15.9,67.5,30.6,0.52,0.19,0.13,1.03,0.97,20.0,1.29,0.26,0.0,0.0,2.39,2.71,0.06,0.32,0.9,0.06,0.0,0.0,6.0,1.74,1.1,61.4,2022-2023
Yusuf Yaz�c�,TUR,MF,Lille,Ligue 1,26,1997,4,3,200,2.2,1.0,2.27,0.91,40.0,0.2,0.5,19.0,0.0,0.0,0.0,33.2,43.6,76.0,561.8,204.1,0.45,3.64,4.09,2.73,0.45,7.73,5.0,4.55,0.45,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.91,0.0,0.0,0.45,0.0,52.7,0.45,6.82,21.8,24.5,2.73,52.7,2.73,0.45,16.7,2.27,83.3,43.2,259.1,104.5,2.27,2.73,0.0,0.91,0.91,40.9,8.18,0.0,0.0,0.0,1.82,0.45,0.0,4.09,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,2022-2023
Kelvin Yeboah,ITA,FWMF,Augsburg,Bundesliga,22,2000,5,0,117,1.3,0.0,4.62,0.77,16.7,0.0,0.0,13.2,0.0,0.0,0.0,11.5,23.8,48.4,218.5,82.3,0.77,1.54,1.54,0.77,0.77,2.31,5.38,3.08,0.0,0.77,1.54,0.0,0.0,1.54,0.77,0.0,0.0,0.77,0.0,0.0,0.77,0.77,0.0,0.77,0.0,0.77,0.0,0.77,0.0,0.77,0.0,0.0,46.9,0.0,5.38,13.8,30.8,10.8,46.9,13.8,9.23,66.7,4.62,33.3,27.7,235.4,136.9,6.92,2.31,3.08,3.85,0.77,29.2,9.23,0.0,0.0,0.0,0.77,3.08,0.0,3.85,0.77,0.0,0.0,0.0,5.38,3.08,5.38,36.4,2022-2023
Gerard Yepes,ESP,MF,Sampdoria,Serie A,20,2002,5,2,198,2.2,0.0,0.45,0.0,0.0,0.0,0.0,18.7,0.0,0.0,0.0,35.0,47.7,73.3,547.7,123.2,0.0,0.45,2.27,0.0,0.0,3.18,1.36,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,1.36,0.91,1.36,0.0,1.36,0.0,1.36,1.82,4.09,1.36,0.0,58.2,2.73,9.09,40.9,8.64,0.91,58.2,0.45,0.0,0.0,0.45,100.0,26.8,112.7,48.2,1.36,1.36,0.45,1.36,0.45,32.7,2.73,0.91,0.0,0.0,3.18,1.82,0.0,0.0,1.36,0.0,0.0,0.0,5.91,2.27,0.91,71.4,2022-2023
Darlin Yongwa,CMR,FWDF,Lorient,Ligue 1,22,2000,4,0,68,0.8,0.0,2.5,1.25,50.0,0.0,0.0,25.9,0.0,0.0,0.0,13.8,25.0,55.0,197.5,70.0,0.0,2.5,0.0,2.5,1.25,1.25,3.75,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,1.25,1.25,0.0,1.25,0.0,1.25,0.0,2.5,1.25,0.0,45.0,0.0,7.5,11.3,27.5,2.5,45.0,7.5,2.5,33.3,2.5,33.3,32.5,262.5,80.0,3.75,1.25,1.25,3.75,2.5,25.0,5.0,0.0,0.0,0.0,2.5,3.75,0.0,2.5,2.5,0.0,0.0,0.0,7.5,0.0,1.25,0.0,2022-2023
Leny Yoro,FRA,DFMF,Lille,Ligue 1,17,2005,6,5,418,4.6,0.0,0.22,0.0,0.0,0.0,0.0,14.8,0.0,0.0,0.0,65.2,72.2,90.4,1295.2,319.6,0.0,0.22,1.52,0.0,0.0,2.17,0.87,0.65,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.87,0.87,0.65,0.0,1.09,0.22,0.87,2.39,3.91,3.26,0.22,82.4,6.09,33.7,48.7,0.65,0.43,82.4,0.43,0.43,100.0,0.0,0.0,63.9,328.7,147.2,0.0,0.22,0.0,0.65,0.22,59.3,0.0,0.0,0.0,0.0,1.09,0.65,0.0,0.0,0.87,0.0,0.0,0.0,4.78,1.96,0.87,69.2,2022-2023
Roberto Navarro,ESP,MFFW,Real Sociedad,La Liga,20,2002,6,3,199,2.2,0.0,3.18,1.36,42.9,0.0,0.0,14.8,0.0,0.0,0.0,34.5,42.3,81.7,546.4,125.9,0.0,0.45,3.18,1.36,0.0,3.64,3.18,1.36,0.0,0.45,0.91,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.18,1.82,1.36,0.45,1.36,0.91,0.0,0.91,0.45,3.64,1.36,0.0,57.7,1.36,5.45,32.3,23.6,5.91,56.8,,,,,,37.7,195.9,120.0,6.36,1.82,0.45,3.18,3.18,43.2,7.73,0.0,0.0,0.0,1.36,0.91,0.45,0.91,1.82,0.0,0.0,0.0,6.36,1.82,4.09,30.8,2021-2022
Ximo Navarro,ESP,DF,Alav�s,La Liga,32,1990,18,16,1347,15.0,0.0,0.73,0.2,27.3,0.0,0.0,17.5,0.0,0.0,0.0,28.1,39.7,70.8,553.4,218.3,0.0,0.13,1.67,0.2,0.07,1.73,0.73,0.33,0.07,0.0,0.2,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13,0.87,1.47,0.33,0.33,2.0,0.47,1.53,2.0,4.13,3.87,0.13,52.5,5.53,20.7,25.2,10.1,0.93,43.4,,,,,,24.5,141.1,76.1,2.6,1.2,0.07,0.67,0.67,24.5,0.67,0.27,0.07,0.0,1.07,1.73,0.13,1.27,0.87,0.0,0.13,0.0,7.47,1.73,1.47,54.2,2021-2022
Jes�s Navas,ESP,DF,Sevilla,La Liga,36,1985,25,19,1786,19.8,0.0,0.51,0.05,10.0,0.0,0.0,22.7,0.0,0.0,0.0,55.7,71.6,77.7,1069.2,362.9,0.15,1.82,2.88,2.73,1.06,5.4,2.93,2.68,0.1,0.1,0.0,0.05,0.0,0.25,0.2,0.0,0.05,0.0,0.0,0.0,0.96,0.3,0.51,0.3,0.15,1.77,0.2,1.57,1.26,2.22,1.82,0.0,79.1,3.08,24.9,32.2,26.4,1.77,68.6,,,,,,52.5,248.5,146.8,7.37,2.12,0.86,0.45,0.56,54.7,3.03,0.2,0.0,0.0,0.25,0.66,0.05,4.39,0.3,0.0,0.0,0.0,7.12,0.61,1.52,28.6,2021-2022
